fase,contamination,n_estimators,max_samples,max_features,prep,n_feats,subset,promocionable,umbral,iso_tp,iso_fp,iso_tpr,iso_fpr,iso_precision,iso_f1,iso_accuracy,ens_tp,ens_fp,ens_tpr,ens_fpr,ens_precision,ens_f1,ens_accuracy
fase1,0.005,500,auto,0.5,standard,17,17,directo,q01,108,59,1.0,0.2565,0.6467,0.7855,0.8254,108,6,1.0,0.0261,0.9474,0.973,0.9822
fase1,0.005,500,auto,0.7,standard,17,17,directo,q10,108,174,1.0,0.7565,0.383,0.5538,0.4852,108,98,1.0,0.4261,0.5243,0.6879,0.7101
fase1,0.005,500,auto,0.7,standard,17,17,directo,q05,108,142,1.0,0.6174,0.432,0.6034,0.5799,108,88,1.0,0.3826,0.551,0.7105,0.7396
fase1,0.005,500,auto,0.7,standard,17,17,directo,q01,108,52,1.0,0.2261,0.675,0.806,0.8462,108,4,1.0,0.0174,0.9643,0.9818,0.9882
fase1,0.005,500,auto,1.0,standard,17,17,directo,q10,108,170,1.0,0.7391,0.3885,0.5596,0.497,108,100,1.0,0.4348,0.5192,0.6835,0.7041
fase1,0.005,500,auto,1.0,standard,17,17,directo,q05,108,127,1.0,0.5522,0.4596,0.6297,0.6243,108,88,1.0,0.3826,0.551,0.7105,0.7396
fase1,0.005,500,auto,1.0,standard,17,17,directo,q01,108,61,1.0,0.2652,0.6391,0.7798,0.8195,108,4,1.0,0.0174,0.9643,0.9818,0.9882
fase1,0.01,100,64,0.5,standard,17,17,directo,q10,108,107,1.0,0.4652,0.5023,0.6687,0.6834,108,75,1.0,0.3261,0.5902,0.7423,0.7781
fase1,0.01,100,64,0.5,standard,17,17,directo,q05,108,94,1.0,0.4087,0.5347,0.6968,0.7219,108,41,1.0,0.1783,0.7248,0.8405,0.8787
fase1,0.01,100,64,0.5,standard,17,17,directo,q01,108,17,1.0,0.0739,0.864,0.927,0.9497,108,3,1.0,0.013,0.973,0.9863,0.9911
fase1,0.01,100,64,0.7,standard,17,17,directo,q10,108,123,1.0,0.5348,0.4675,0.6372,0.6361,108,84,1.0,0.3652,0.5625,0.72,0.7515
fase1,0.01,100,64,0.7,standard,17,17,directo,q05,108,89,1.0,0.387,0.5482,0.7082,0.7367,108,44,1.0,0.1913,0.7105,0.8308,0.8698
fase1,0.01,100,64,0.7,standard,17,17,directo,q01,108,35,1.0,0.1522,0.7552,0.8606,0.8964,108,7,1.0,0.0304,0.9391,0.9686,0.9793
fase1,0.01,100,64,1.0,standard,17,17,directo,q10,108,134,1.0,0.5826,0.4463,0.6171,0.6036,108,85,1.0,0.3696,0.5596,0.7176,0.7485
fase1,0.01,100,64,1.0,standard,17,17,directo,q05,108,108,1.0,0.4696,0.5,0.6667,0.6805,108,48,1.0,0.2087,0.6923,0.8182,0.858
fase1,0.01,100,64,1.0,standard,17,17,directo,q01,108,25,1.0,0.1087,0.812,0.8963,0.926,108,3,1.0,0.013,0.973,0.9863,0.9911
fase1,0.01,100,128,0.5,standard,17,17,directo,q10,108,128,1.0,0.5565,0.4576,0.6279,0.6213,108,89,1.0,0.387,0.5482,0.7082,0.7367
fase1,0.01,100,128,0.5,standard,17,17,directo,q05,108,112,1.0,0.487,0.4909,0.6585,0.6686,108,57,1.0,0.2478,0.6545,0.7912,0.8314
fase1,0.01,100,128,0.5,standard,17,17,directo,q01,108,26,1.0,0.113,0.806,0.8926,0.9231,108,3,1.0,0.013,0.973,0.9863,0.9911
fase1,0.01,100,128,0.7,standard,17,17,directo,q10,108,136,1.0,0.5913,0.4426,0.6136,0.5976,108,91,1.0,0.3957,0.5427,0.7036,0.7308
fase1,0.01,100,128,0.7,standard,17,17,directo,q05,108,101,1.0,0.4391,0.5167,0.6814,0.7012,108,77,1.0,0.3348,0.5838,0.7372,0.7722
fase1,0.01,100,128,0.7,standard,17,17,directo,q01,108,57,1.0,0.2478,0.6545,0.7912,0.8314,108,2,1.0,0.0087,0.9818,0.9908,0.9941
fase1,0.01,100,128,1.0,standard,17,17,directo,q10,108,137,1.0,0.5957,0.4408,0.6119,0.5947,108,96,1.0,0.4174,0.5294,0.6923,0.716
fase1,0.01,100,128,1.0,standard,17,17,directo,q05,108,114,1.0,0.4957,0.4865,0.6545,0.6627,108,82,1.0,0.3565,0.5684,0.7248,0.7574
fase1,0.01,100,128,1.0,standard,17,17,directo,q01,108,52,1.0,0.2261,0.675,0.806,0.8462,107,7,0.9907,0.0304,0.9386,0.964,0.9763
fase1,0.01,100,auto,0.5,standard,17,17,directo,q10,108,126,1.0,0.5478,0.4615,0.6316,0.6272,108,90,1.0,0.3913,0.5455,0.7059,0.7337
fase1,0.01,100,auto,0.5,standard,17,17,directo,q05,108,113,1.0,0.4913,0.4887,0.6565,0.6657,108,78,1.0,0.3391,0.5806,0.7347,0.7692
fase1,0.01,100,auto,0.5,standard,17,17,directo,q01,108,64,1.0,0.2783,0.6279,0.7714,0.8107,108,5,1.0,0.0217,0.9558,0.9774,0.9852
fase1,0.01,100,auto,0.7,standard,17,17,directo,q10,108,147,1.0,0.6391,0.4235,0.595,0.5651,108,93,1.0,0.4043,0.5373,0.699,0.7249
fase1,0.01,100,auto,0.7,standard,17,17,directo,q05,108,108,1.0,0.4696,0.5,0.6667,0.6805,108,81,1.0,0.3522,0.5714,0.7273,0.7604
fase1,0.01,100,auto,0.7,standard,17,17,directo,q01,108,27,1.0,0.1174,0.8,0.8889,0.9201,108,2,1.0,0.0087,0.9818,0.9908,0.9941
fase1,0.01,100,auto,1.0,standard,17,17,directo,q10,108,142,1.0,0.6174,0.432,0.6034,0.5799,108,103,1.0,0.4478,0.5118,0.6771,0.6953
fase1,0.01,100,auto,1.0,standard,17,17,directo,q05,108,121,1.0,0.5261,0.4716,0.6409,0.642,108,81,1.0,0.3522,0.5714,0.7273,0.7604
fase1,0.01,100,auto,1.0,standard,17,17,directo,q01,108,49,1.0,0.213,0.6879,0.8151,0.855,108,9,1.0,0.0391,0.9231,0.96,0.9734
fase1,0.01,300,64,0.5,standard,17,17,directo,q10,108,127,1.0,0.5522,0.4596,0.6297,0.6243,108,85,1.0,0.3696,0.5596,0.7176,0.7485
fase1,0.01,300,64,0.5,standard,17,17,directo,q05,108,110,1.0,0.4783,0.4954,0.6626,0.6746,108,67,1.0,0.2913,0.6171,0.7633,0.8018
fase1,0.01,300,64,0.5,standard,17,17,directo,q01,108,15,1.0,0.0652,0.878,0.9351,0.9556,108,3,1.0,0.013,0.973,0.9863,0.9911
fase1,0.01,300,64,0.7,standard,17,17,directo,q10,108,123,1.0,0.5348,0.4675,0.6372,0.6361,108,85,1.0,0.3696,0.5596,0.7176,0.7485
fase1,0.01,300,64,0.7,standard,17,17,directo,q05,108,95,1.0,0.413,0.532,0.6945,0.7189,108,71,1.0,0.3087,0.6034,0.7526,0.7899
fase1,0.01,300,64,0.7,standard,17,17,directo,q01,108,43,1.0,0.187,0.7152,0.834,0.8728,108,6,1.0,0.0261,0.9474,0.973,0.9822
fase1,0.01,300,64,1.0,standard,17,17,directo,q10,108,146,1.0,0.6348,0.4252,0.5967,0.568,108,84,1.0,0.3652,0.5625,0.72,0.7515
fase1,0.01,300,64,1.0,standard,17,17,directo,q05,108,108,1.0,0.4696,0.5,0.6667,0.6805,108,56,1.0,0.2435,0.6585,0.7941,0.8343
fase1,0.01,300,64,1.0,standard,17,17,directo,q01,108,30,1.0,0.1304,0.7826,0.878,0.9112,108,3,1.0,0.013,0.973,0.9863,0.9911
fase1,0.01,300,128,0.5,standard,17,17,directo,q10,108,151,1.0,0.6565,0.417,0.5886,0.5533,108,92,1.0,0.4,0.54,0.7013,0.7278
fase1,0.01,300,128,0.5,standard,17,17,directo,q05,108,108,1.0,0.4696,0.5,0.6667,0.6805,108,78,1.0,0.3391,0.5806,0.7347,0.7692
fase1,0.01,300,128,0.5,standard,17,17,directo,q01,108,29,1.0,0.1261,0.7883,0.8816,0.9142,108,3,1.0,0.013,0.973,0.9863,0.9911
fase1,0.01,300,128,0.7,standard,17,17,directo,q10,108,159,1.0,0.6913,0.4045,0.576,0.5296,108,93,1.0,0.4043,0.5373,0.699,0.7249
fase1,0.01,300,128,0.7,standard,17,17,directo,q05,108,103,1.0,0.4478,0.5118,0.6771,0.6953,108,84,1.0,0.3652,0.5625,0.72,0.7515
fase1,0.01,300,128,0.7,standard,17,17,directo,q01,108,54,1.0,0.2348,0.6667,0.8,0.8402,108,3,1.0,0.013,0.973,0.9863,0.9911
fase1,0.01,300,128,1.0,standard,17,17,directo,q10,108,151,1.0,0.6565,0.417,0.5886,0.5533,108,94,1.0,0.4087,0.5347,0.6968,0.7219
fase1,0.01,300,128,1.0,standard,17,17,directo,q05,108,121,1.0,0.5261,0.4716,0.6409,0.642,108,83,1.0,0.3609,0.5654,0.7224,0.7544
fase1,0.01,300,128,1.0,standard,17,17,directo,q01,108,49,1.0,0.213,0.6879,0.8151,0.855,108,5,1.0,0.0217,0.9558,0.9774,0.9852
fase1,0.01,300,auto,0.5,standard,17,17,directo,q10,108,167,1.0,0.7261,0.3927,0.564,0.5059,108,96,1.0,0.4174,0.5294,0.6923,0.716
fase1,0.01,300,auto,0.5,standard,17,17,directo,q05,108,140,1.0,0.6087,0.4355,0.6067,0.5858,108,82,1.0,0.3565,0.5684,0.7248,0.7574
fase1,0.01,300,auto,0.5,standard,17,17,directo,q01,108,43,1.0,0.187,0.7152,0.834,0.8728,108,4,1.0,0.0174,0.9643,0.9818,0.9882
fase1,0.01,300,auto,0.7,standard,17,17,directo,q10,108,168,1.0,0.7304,0.3913,0.5625,0.503,108,93,1.0,0.4043,0.5373,0.699,0.7249
fase1,0.01,300,auto,0.7,standard,17,17,directo,q05,108,117,1.0,0.5087,0.48,0.6486,0.6538,108,85,1.0,0.3696,0.5596,0.7176,0.7485
fase1,0.01,300,auto,0.7,standard,17,17,directo,q01,108,48,1.0,0.2087,0.6923,0.8182,0.858,108,3,1.0,0.013,0.973,0.9863,0.9911
fase1,0.01,300,auto,1.0,standard,17,17,directo,q10,108,163,1.0,0.7087,0.3985,0.5699,0.5178,108,98,1.0,0.4261,0.5243,0.6879,0.7101
fase1,0.01,300,auto,1.0,standard,17,17,directo,q05,108,136,1.0,0.5913,0.4426,0.6136,0.5976,108,88,1.0,0.3826,0.551,0.7105,0.7396
fase1,0.01,300,auto,1.0,standard,17,17,directo,q01,108,52,1.0,0.2261,0.675,0.806,0.8462,108,6,1.0,0.0261,0.9474,0.973,0.9822
fase1,0.01,500,64,0.5,standard,17,17,directo,q10,108,127,1.0,0.5522,0.4596,0.6297,0.6243,108,88,1.0,0.3826,0.551,0.7105,0.7396
fase1,0.01,500,64,0.5,standard,17,17,directo,q05,108,109,1.0,0.4739,0.4977,0.6646,0.6775,108,69,1.0,0.3,0.6102,0.7579,0.7959
fase1,0.01,500,64,0.5,standard,17,17,directo,q01,108,27,1.0,0.1174,0.8,0.8889,0.9201,108,3,1.0,0.013,0.973,0.9863,0.9911
fase1,0.01,500,64,0.7,standard,17,17,directo,q10,108,142,1.0,0.6174,0.432,0.6034,0.5799,108,87,1.0,0.3783,0.5538,0.7129,0.7426
fase1,0.01,500,64,0.7,standard,17,17,directo,q05,108,100,1.0,0.4348,0.5192,0.6835,0.7041,108,59,1.0,0.2565,0.6467,0.7855,0.8254
fase1,0.01,500,64,0.7,standard,17,17,directo,q01,108,37,1.0,0.1609,0.7448,0.8538,0.8905,108,6,1.0,0.0261,0.9474,0.973,0.9822
fase1,0.01,500,64,1.0,standard,17,17,directo,q10,108,129,1.0,0.5609,0.4557,0.6261,0.6183,108,85,1.0,0.3696,0.5596,0.7176,0.7485
fase1,0.01,500,64,1.0,standard,17,17,directo,q05,108,103,1.0,0.4478,0.5118,0.6771,0.6953,108,62,1.0,0.2696,0.6353,0.777,0.8166
fase1,0.01,500,64,1.0,standard,17,17,directo,q01,108,41,1.0,0.1783,0.7248,0.8405,0.8787,108,3,1.0,0.013,0.973,0.9863,0.9911
fase1,0.01,500,128,0.5,standard,17,17,directo,q10,108,149,1.0,0.6478,0.4202,0.5918,0.5592,108,93,1.0,0.4043,0.5373,0.699,0.7249
fase1,0.01,500,128,0.5,standard,17,17,directo,q05,108,105,1.0,0.4565,0.507,0.6729,0.6893,108,82,1.0,0.3565,0.5684,0.7248,0.7574
fase1,0.01,500,128,0.5,standard,17,17,directo,q01,108,53,1.0,0.2304,0.6708,0.803,0.8432,108,3,1.0,0.013,0.973,0.9863,0.9911
fase1,0.01,500,128,0.7,standard,17,17,directo,q10,108,167,1.0,0.7261,0.3927,0.564,0.5059,108,95,1.0,0.413,0.532,0.6945,0.7189
fase1,0.01,500,128,0.7,standard,17,17,directo,q05,108,106,1.0,0.4609,0.5047,0.6708,0.6864,108,83,1.0,0.3609,0.5654,0.7224,0.7544
fase1,0.01,500,128,0.7,standard,17,17,directo,q01,108,54,1.0,0.2348,0.6667,0.8,0.8402,108,3,1.0,0.013,0.973,0.9863,0.9911
fase1,0.01,500,128,1.0,standard,17,17,directo,q10,108,149,1.0,0.6478,0.4202,0.5918,0.5592,108,93,1.0,0.4043,0.5373,0.699,0.7249
fase1,0.01,500,128,1.0,standard,17,17,directo,q05,108,112,1.0,0.487,0.4909,0.6585,0.6686,108,86,1.0,0.3739,0.5567,0.7152,0.7456
fase1,0.01,500,128,1.0,standard,17,17,directo,q01,108,51,1.0,0.2217,0.6792,0.809,0.8491,108,3,1.0,0.013,0.973,0.9863,0.9911
fase1,0.01,500,auto,0.5,standard,17,17,directo,q10,108,162,1.0,0.7043,0.4,0.5714,0.5207,108,97,1.0,0.4217,0.5268,0.6901,0.713
fase1,0.01,500,auto,0.5,standard,17,17,directo,q05,108,140,1.0,0.6087,0.4355,0.6067,0.5858,108,81,1.0,0.3522,0.5714,0.7273,0.7604
fase1,0.01,500,auto,0.5,standard,17,17,directo,q01,108,59,1.0,0.2565,0.6467,0.7855,0.8254,108,6,1.0,0.0261,0.9474,0.973,0.9822
fase1,0.01,500,auto,0.7,standard,17,17,directo,q10,108,174,1.0,0.7565,0.383,0.5538,0.4852,108,98,1.0,0.4261,0.5243,0.6879,0.7101
fase1,0.01,500,auto,0.7,standard,17,17,directo,q05,108,142,1.0,0.6174,0.432,0.6034,0.5799,108,88,1.0,0.3826,0.551,0.7105,0.7396
fase1,0.01,500,auto,0.7,standard,17,17,directo,q01,108,52,1.0,0.2261,0.675,0.806,0.8462,108,4,1.0,0.0174,0.9643,0.9818,0.9882
fase1,0.01,500,auto,1.0,standard,17,17,directo,q10,108,170,1.0,0.7391,0.3885,0.5596,0.497,108,100,1.0,0.4348,0.5192,0.6835,0.7041
fase1,0.01,500,auto,1.0,standard,17,17,directo,q05,108,127,1.0,0.5522,0.4596,0.6297,0.6243,108,88,1.0,0.3826,0.551,0.7105,0.7396
fase1,0.01,500,auto,1.0,standard,17,17,directo,q01,108,61,1.0,0.2652,0.6391,0.7798,0.8195,108,4,1.0,0.0174,0.9643,0.9818,0.9882
fase1,0.02,100,64,0.5,standard,17,17,directo,q10,108,107,1.0,0.4652,0.5023,0.6687,0.6834,108,75,1.0,0.3261,0.5902,0.7423,0.7781
fase1,0.02,100,64,0.5,standard,17,17,directo,q05,108,94,1.0,0.4087,0.5347,0.6968,0.7219,108,41,1.0,0.1783,0.7248,0.8405,0.8787
fase1,0.02,100,64,0.5,standard,17,17,directo,q01,108,17,1.0,0.0739,0.864,0.927,0.9497,108,3,1.0,0.013,0.973,0.9863,0.9911
fase1,0.02,100,64,0.7,standard,17,17,directo,q10,108,123,1.0,0.5348,0.4675,0.6372,0.6361,108,84,1.0,0.3652,0.5625,0.72,0.7515
fase1,0.02,100,64,0.7,standard,17,17,directo,q05,108,89,1.0,0.387,0.5482,0.7082,0.7367,108,44,1.0,0.1913,0.7105,0.8308,0.8698
fase1,0.02,100,64,0.7,standard,17,17,directo,q01,108,35,1.0,0.1522,0.7552,0.8606,0.8964,108,7,1.0,0.0304,0.9391,0.9686,0.9793
fase1,0.02,100,64,1.0,standard,17,17,directo,q10,108,134,1.0,0.5826,0.4463,0.6171,0.6036,108,85,1.0,0.3696,0.5596,0.7176,0.7485
fase1,0.02,100,64,1.0,standard,17,17,directo,q05,108,108,1.0,0.4696,0.5,0.6667,0.6805,108,48,1.0,0.2087,0.6923,0.8182,0.858
fase1,0.02,100,64,1.0,standard,17,17,directo,q01,108,25,1.0,0.1087,0.812,0.8963,0.926,108,3,1.0,0.013,0.973,0.9863,0.9911
fase1,0.02,100,128,0.5,standard,17,17,directo,q10,108,128,1.0,0.5565,0.4576,0.6279,0.6213,108,89,1.0,0.387,0.5482,0.7082,0.7367
fase1,0.02,100,128,0.5,standard,17,17,directo,q05,108,112,1.0,0.487,0.4909,0.6585,0.6686,108,57,1.0,0.2478,0.6545,0.7912,0.8314
fase1,0.02,100,128,0.5,standard,17,17,directo,q01,108,26,1.0,0.113,0.806,0.8926,0.9231,108,3,1.0,0.013,0.973,0.9863,0.9911
fase1,0.02,100,128,0.7,standard,17,17,directo,q10,108,136,1.0,0.5913,0.4426,0.6136,0.5976,108,91,1.0,0.3957,0.5427,0.7036,0.7308
fase1,0.02,100,128,0.7,standard,17,17,directo,q05,108,101,1.0,0.4391,0.5167,0.6814,0.7012,108,77,1.0,0.3348,0.5838,0.7372,0.7722
fase1,0.02,100,128,0.7,standard,17,17,directo,q01,108,57,1.0,0.2478,0.6545,0.7912,0.8314,108,2,1.0,0.0087,0.9818,0.9908,0.9941
fase1,0.02,100,128,1.0,standard,17,17,directo,q10,108,137,1.0,0.5957,0.4408,0.6119,0.5947,108,96,1.0,0.4174,0.5294,0.6923,0.716
fase1,0.02,100,128,1.0,standard,17,17,directo,q05,108,114,1.0,0.4957,0.4865,0.6545,0.6627,108,82,1.0,0.3565,0.5684,0.7248,0.7574
fase1,0.02,100,128,1.0,standard,17,17,directo,q01,108,52,1.0,0.2261,0.675,0.806,0.8462,107,7,0.9907,0.0304,0.9386,0.964,0.9763
fase1,0.02,100,auto,0.5,standard,17,17,directo,q10,108,126,1.0,0.5478,0.4615,0.6316,0.6272,108,90,1.0,0.3913,0.5455,0.7059,0.7337
fase1,0.02,100,auto,0.5,standard,17,17,directo,q05,108,113,1.0,0.4913,0.4887,0.6565,0.6657,108,78,1.0,0.3391,0.5806,0.7347,0.7692
fase1,0.02,100,auto,0.5,standard,17,17,directo,q01,108,64,1.0,0.2783,0.6279,0.7714,0.8107,108,5,1.0,0.0217,0.9558,0.9774,0.9852
fase1,0.02,100,auto,0.7,standard,17,17,directo,q10,108,147,1.0,0.6391,0.4235,0.595,0.5651,108,93,1.0,0.4043,0.5373,0.699,0.7249
fase1,0.02,100,auto,0.7,standard,17,17,directo,q05,108,108,1.0,0.4696,0.5,0.6667,0.6805,108,81,1.0,0.3522,0.5714,0.7273,0.7604
fase1,0.02,100,auto,0.7,standard,17,17,directo,q01,108,27,1.0,0.1174,0.8,0.8889,0.9201,108,2,1.0,0.0087,0.9818,0.9908,0.9941
fase1,0.02,100,auto,1.0,standard,17,17,directo,q10,108,142,1.0,0.6174,0.432,0.6034,0.5799,108,103,1.0,0.4478,0.5118,0.6771,0.6953
fase1,0.02,100,auto,1.0,standard,17,17,directo,q05,108,121,1.0,0.5261,0.4716,0.6409,0.642,108,81,1.0,0.3522,0.5714,0.7273,0.7604
fase1,0.02,100,auto,1.0,standard,17,17,directo,q01,108,49,1.0,0.213,0.6879,0.8151,0.855,108,9,1.0,0.0391,0.9231,0.96,0.9734
fase1,0.02,300,64,0.5,standard,17,17,directo,q10,108,127,1.0,0.5522,0.4596,0.6297,0.6243,108,85,1.0,0.3696,0.5596,0.7176,0.7485
fase1,0.02,300,64,0.5,standard,17,17,directo,q05,108,110,1.0,0.4783,0.4954,0.6626,0.6746,108,67,1.0,0.2913,0.6171,0.7633,0.8018
fase1,0.02,300,64,0.5,standard,17,17,directo,q01,108,15,1.0,0.0652,0.878,0.9351,0.9556,108,3,1.0,0.013,0.973,0.9863,0.9911
fase1,0.02,300,64,0.7,standard,17,17,directo,q10,108,123,1.0,0.5348,0.4675,0.6372,0.6361,108,85,1.0,0.3696,0.5596,0.7176,0.7485
fase1,0.02,300,64,0.7,standard,17,17,directo,q05,108,95,1.0,0.413,0.532,0.6945,0.7189,108,71,1.0,0.3087,0.6034,0.7526,0.7899
fase1,0.02,300,64,0.7,standard,17,17,directo,q01,108,43,1.0,0.187,0.7152,0.834,0.8728,108,6,1.0,0.0261,0.9474,0.973,0.9822
fase1,0.02,300,64,1.0,standard,17,17,directo,q10,108,146,1.0,0.6348,0.4252,0.5967,0.568,108,84,1.0,0.3652,0.5625,0.72,0.7515
fase1,0.02,300,64,1.0,standard,17,17,directo,q05,108,108,1.0,0.4696,0.5,0.6667,0.6805,108,56,1.0,0.2435,0.6585,0.7941,0.8343
fase1,0.02,300,64,1.0,standard,17,17,directo,q01,108,30,1.0,0.1304,0.7826,0.878,0.9112,108,3,1.0,0.013,0.973,0.9863,0.9911
fase1,0.02,300,128,0.5,standard,17,17,directo,q10,108,151,1.0,0.6565,0.417,0.5886,0.5533,108,92,1.0,0.4,0.54,0.7013,0.7278
fase1,0.02,300,128,0.5,standard,17,17,directo,q05,108,108,1.0,0.4696,0.5,0.6667,0.6805,108,78,1.0,0.3391,0.5806,0.7347,0.7692
fase1,0.02,300,128,0.5,standard,17,17,directo,q01,108,29,1.0,0.1261,0.7883,0.8816,0.9142,108,3,1.0,0.013,0.973,0.9863,0.9911
fase1,0.02,300,128,0.7,standard,17,17,directo,q10,108,159,1.0,0.6913,0.4045,0.576,0.5296,108,93,1.0,0.4043,0.5373,0.699,0.7249
fase1,0.02,300,128,0.7,standard,17,17,directo,q05,108,103,1.0,0.4478,0.5118,0.6771,0.6953,108,84,1.0,0.3652,0.5625,0.72,0.7515
fase1,0.02,300,128,0.7,standard,17,17,directo,q01,108,54,1.0,0.2348,0.6667,0.8,0.8402,108,3,1.0,0.013,0.973,0.9863,0.9911
fase1,0.02,300,128,1.0,standard,17,17,directo,q10,108,151,1.0,0.6565,0.417,0.5886,0.5533,108,94,1.0,0.4087,0.5347,0.6968,0.7219
fase1,0.02,300,128,1.0,standard,17,17,directo,q05,108,121,1.0,0.5261,0.4716,0.6409,0.642,108,83,1.0,0.3609,0.5654,0.7224,0.7544
fase1,0.02,300,128,1.0,standard,17,17,directo,q01,108,49,1.0,0.213,0.6879,0.8151,0.855,108,5,1.0,0.0217,0.9558,0.9774,0.9852
fase1,0.02,300,auto,0.5,standard,17,17,directo,q10,108,167,1.0,0.7261,0.3927,0.564,0.5059,108,96,1.0,0.4174,0.5294,0.6923,0.716
fase1,0.02,300,auto,0.5,standard,17,17,directo,q05,108,140,1.0,0.6087,0.4355,0.6067,0.5858,108,82,1.0,0.3565,0.5684,0.7248,0.7574
fase1,0.02,300,auto,0.5,standard,17,17,directo,q01,108,43,1.0,0.187,0.7152,0.834,0.8728,108,4,1.0,0.0174,0.9643,0.9818,0.9882
fase1,0.02,300,auto,0.7,standard,17,17,directo,q10,108,168,1.0,0.7304,0.3913,0.5625,0.503,108,93,1.0,0.4043,0.5373,0.699,0.7249
fase1,0.02,300,auto,0.7,standard,17,17,directo,q05,108,117,1.0,0.5087,0.48,0.6486,0.6538,108,85,1.0,0.3696,0.5596,0.7176,0.7485
fase1,0.02,300,auto,0.7,standard,17,17,directo,q01,108,48,1.0,0.2087,0.6923,0.8182,0.858,108,3,1.0,0.013,0.973,0.9863,0.9911
fase1,0.02,300,auto,1.0,standard,17,17,directo,q10,108,163,1.0,0.7087,0.3985,0.5699,0.5178,108,98,1.0,0.4261,0.5243,0.6879,0.7101
fase1,0.02,300,auto,1.0,standard,17,17,directo,q05,108,136,1.0,0.5913,0.4426,0.6136,0.5976,108,88,1.0,0.3826,0.551,0.7105,0.7396
fase1,0.02,300,auto,1.0,standard,17,17,directo,q01,108,52,1.0,0.2261,0.675,0.806,0.8462,108,6,1.0,0.0261,0.9474,0.973,0.9822
fase1,0.02,500,64,0.5,standard,17,17,directo,q10,108,127,1.0,0.5522,0.4596,0.6297,0.6243,108,88,1.0,0.3826,0.551,0.7105,0.7396
fase1,0.02,500,64,0.5,standard,17,17,directo,q05,108,109,1.0,0.4739,0.4977,0.6646,0.6775,108,69,1.0,0.3,0.6102,0.7579,0.7959
fase1,0.02,500,64,0.5,standard,17,17,directo,q01,108,27,1.0,0.1174,0.8,0.8889,0.9201,108,3,1.0,0.013,0.973,0.9863,0.9911
fase1,0.02,500,64,0.7,standard,17,17,directo,q10,108,142,1.0,0.6174,0.432,0.6034,0.5799,108,87,1.0,0.3783,0.5538,0.7129,0.7426
fase1,0.02,500,64,0.7,standard,17,17,directo,q05,108,100,1.0,0.4348,0.5192,0.6835,0.7041,108,59,1.0,0.2565,0.6467,0.7855,0.8254
fase1,0.02,500,64,0.7,standard,17,17,directo,q01,108,37,1.0,0.1609,0.7448,0.8538,0.8905,108,6,1.0,0.0261,0.9474,0.973,0.9822
fase1,0.02,500,64,1.0,standard,17,17,directo,q10,108,129,1.0,0.5609,0.4557,0.6261,0.6183,108,85,1.0,0.3696,0.5596,0.7176,0.7485
fase1,0.02,500,64,1.0,standard,17,17,directo,q05,108,103,1.0,0.4478,0.5118,0.6771,0.6953,108,62,1.0,0.2696,0.6353,0.777,0.8166
fase1,0.02,500,64,1.0,standard,17,17,directo,q01,108,41,1.0,0.1783,0.7248,0.8405,0.8787,108,3,1.0,0.013,0.973,0.9863,0.9911
fase1,0.02,500,128,0.5,standard,17,17,directo,q10,108,149,1.0,0.6478,0.4202,0.5918,0.5592,108,93,1.0,0.4043,0.5373,0.699,0.7249
fase1,0.02,500,128,0.5,standard,17,17,directo,q05,108,105,1.0,0.4565,0.507,0.6729,0.6893,108,82,1.0,0.3565,0.5684,0.7248,0.7574
fase1,0.02,500,128,0.5,standard,17,17,directo,q01,108,53,1.0,0.2304,0.6708,0.803,0.8432,108,3,1.0,0.013,0.973,0.9863,0.9911
fase1,0.02,500,128,0.7,standard,17,17,directo,q10,108,167,1.0,0.7261,0.3927,0.564,0.5059,108,95,1.0,0.413,0.532,0.6945,0.7189
fase1,0.02,500,128,0.7,standard,17,17,directo,q05,108,106,1.0,0.4609,0.5047,0.6708,0.6864,108,83,1.0,0.3609,0.5654,0.7224,0.7544
fase1,0.02,500,128,0.7,standard,17,17,directo,q01,108,54,1.0,0.2348,0.6667,0.8,0.8402,108,3,1.0,0.013,0.973,0.9863,0.9911
fase1,0.02,500,128,1.0,standard,17,17,directo,q10,108,149,1.0,0.6478,0.4202,0.5918,0.5592,108,93,1.0,0.4043,0.5373,0.699,0.7249
fase1,0.02,500,128,1.0,standard,17,17,directo,q05,108,112,1.0,0.487,0.4909,0.6585,0.6686,108,86,1.0,0.3739,0.5567,0.7152,0.7456
fase1,0.02,500,128,1.0,standard,17,17,directo,q01,108,51,1.0,0.2217,0.6792,0.809,0.8491,108,3,1.0,0.013,0.973,0.9863,0.9911
fase1,0.02,500,auto,0.5,standard,17,17,directo,q10,108,162,1.0,0.7043,0.4,0.5714,0.5207,108,97,1.0,0.4217,0.5268,0.6901,0.713
fase1,0.02,500,auto,0.5,standard,17,17,directo,q05,108,140,1.0,0.6087,0.4355,0.6067,0.5858,108,81,1.0,0.3522,0.5714,0.7273,0.7604
fase1,0.02,500,auto,0.5,standard,17,17,directo,q01,108,59,1.0,0.2565,0.6467,0.7855,0.8254,108,6,1.0,0.0261,0.9474,0.973,0.9822
fase1,0.02,500,auto,0.7,standard,17,17,directo,q10,108,174,1.0,0.7565,0.383,0.5538,0.4852,108,98,1.0,0.4261,0.5243,0.6879,0.7101
fase1,0.02,500,auto,0.7,standard,17,17,directo,q05,108,142,1.0,0.6174,0.432,0.6034,0.5799,108,88,1.0,0.3826,0.551,0.7105,0.7396
