timestamp,proceso,error_level,error_message,mensaje,log_category
2026-09-04 04:50:58.310,spid58s,0.0,Recovery of database 'SteelNort' (5) is 1% complete (approximately 20 seconds remain). Phase 2 of 3. This is an informational message only. No user action is required.,Recovery of database 'SteelNort' (5) is 1% complete (approximately 20 seconds remain). Phase 2 of 3. This is an informational message only. No user action is required.,STARTUP
2026-09-04 04:50:58.470,spid58s,0.0,808 transactions rolled forward in database 'SteelNort' (5:0). This is an informational message only. No user action is required.,808 transactions rolled forward in database 'SteelNort' (5:0). This is an informational message only. No user action is required.,INFO
2026-09-04 04:50:58.720,spid24s,0.0,0 transactions rolled back in database 'SteelNort' (5:0). This is an informational message only. No user action is required.,0 transactions rolled back in database 'SteelNort' (5:0). This is an informational message only. No user action is required.,INFO
2026-09-04 04:50:58.720,spid24s,0.0,Parallel redo is shutdown for database 'SteelNort' with worker pool size [3].,Parallel redo is shutdown for database 'SteelNort' with worker pool size [3].,INFO
2026-09-04 04:50:58.730,spid26s,0.0,"[2]. Feature Status: PVS: 0. CTR: 0. ConcurrentPFSUpdate: 1. ConcurrentGAMUpdate: 1. ConcurrentSGAMUpdate: 1, CleanupUnderUserTransaction: 0. TranLevelPVS: 0","[2]. Feature Status: PVS: 0. CTR: 0. ConcurrentPFSUpdate: 1. ConcurrentGAMUpdate: 1. ConcurrentSGAMUpdate: 1, CleanupUnderUserTransaction: 0. TranLevelPVS: 0",INFO
2026-09-04 04:50:58.740,spid26s,0.0,Starting up database 'tempdb'.,Starting up database 'tempdb'.,STARTUP
2026-09-04 04:50:59.820,spid26s,0.0,The tempdb database has 8 data file(s).,The tempdb database has 8 data file(s).,INFO
2026-09-04 04:50:59.840,spid34s,0.0,The Service Broker endpoint is in disabled or stopped state.,The Service Broker endpoint is in disabled or stopped state.,INFO
2026-09-04 04:50:59.850,spid34s,0.0,The Database Mirroring endpoint is in disabled or stopped state.,The Database Mirroring endpoint is in disabled or stopped state.,INFO
2026-09-04 04:50:59.860,spid34s,0.0,Service Broker manager has started.,Service Broker manager has started.,STARTUP
2026-09-04 04:50:59.870,spid24s,0.0,Recovery is complete. This is an informational message only. No user action is required.,Recovery is complete. This is an informational message only. No user action is required.,STARTUP
2026-09-04 04:57:47.820,spid70,0.0,Attempting to load library 'xplog70.dll' into memory. This is an informational message only. No user action is required.,Attempting to load library 'xplog70.dll' into memory. This is an informational message only. No user action is required.,INFO
2026-09-04 04:57:47.870,spid70,0.0,Using 'xplog70.dll' version '2022.160.4265' to execute extended stored procedure 'xp_msver'. This is an informational message only; no user action is required.,Using 'xplog70.dll' version '2022.160.4265' to execute extended stored procedure 'xp_msver'. This is an informational message only; no user action is required.,INFO
2026-09-04 04:58:55.320,spid73,0.0,Attempting to load library 'xpstar.dll' into memory. This is an informational message only. No user action is required.,Attempting to load library 'xpstar.dll' into memory. This is an informational message only. No user action is required.,INFO
2026-09-04 04:58:55.360,spid73,0.0,Using 'xpstar.dll' version '2022.160.4265' to execute extended stored procedure 'xp_readerrorlog'. This is an informational message only; no user action is required.,Using 'xpstar.dll' version '2022.160.4265' to execute extended stored procedure 'xp_readerrorlog'. This is an informational message only; no user action is required.,ERROR
